tweet_id,airline_sentiment,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
568238793150611457,negative,Southwest,,aryehmon,,0,@SouthwestAir sat on a plane for 2+ hrs on 2/15! Then we finally took off.. :(,,2015-02-18 18:41:00 -0800,,
568214091229224960,neutral,Delta,,hill43,,0,@JetBlue ANYWHERE!! http://t.co/FeFHPmFPlE,,2015-02-18 17:02:50 -0800,Evanston Illinois,
568139144515313664,negative,US Airways,,BigDavew2k,,0,@USAirways I have to spend more than the cost of the flight just to get a free room and transportation to and from the airport,,2015-02-18 12:05:02 -0800,,
569933882662916096,neutral,Southwest,,sasc1,,0,"@SouthwestAir understand the weather, these kids need to get home! Nice kids doing volunteer work from a RI high school, please help",,2015-02-23 10:56:41 -0800,RI,Eastern Time (US & Canada)
569683872046194688,neutral,American,,Travelingwellfl,,0,"@AmericanAir My friend needs some help on her flt (she's not on Twiiter), can I DM you her info?",,2015-02-22 18:23:13 -0800,"San Diego, CA",Pacific Time (US & Canada)
569754550187352064,negative,American,,kris_bailey,,0,@AmericanAir my mom’s flight tomorrow Cancelled Flighted w/ no notice. Phone system said callback in 2 hours and it’s been 4. I need to go to bed!,,2015-02-22 23:04:04 -0800,"San Francisco, CA",Pacific Time (US & Canada)
570087510941962241,negative,American,,H00SIERB0Y,,0,@americanair flight veers off icy runway at @dfwairport. Most DFW flights Cancelled Flighted Mon http://t.co/Q37pOWn6uv @Cowboycerrone figures right?,,2015-02-23 21:07:08 -0800,,Arizona
567788423352950784,neutral,United,,VisionRoij,,0,@united Could you tell me if this bag would be accepted as a personal item ? Can i bring one carry-on bag plus this? http://t.co/U390cZpLHl,,2015-02-17 12:51:23 -0800,The Netherlands,Amsterdam
569364927191719937,negative,United,,_BenHoffman_,,0,"@united yo, you need a new website really badly. This day and age...",,2015-02-21 21:15:51 -0800,"Venice, CA",Central Time (US & Canada)
569165654848204800,positive,Southwest,,JohnDePetroshow,,0,@SouthwestAir  @TheEllenShow @Imaginedragons  @kdepetro313 .what a great first night. #DestinationDragons http://t.co/N3LrFo4UaY,,2015-02-21 08:04:01 -0800,"Rhode Island ,Mass,CT",Eastern Time (US & Canada)
567777100112101376,positive,US Airways,,davidniu7,,0,@USAirways right on. Up. Up &amp; away ✈️🌞,,2015-02-17 12:06:24 -0800,"Philadelphia, PA",Quito
569769708569767936,negative,United,,eryder,,0,@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.),,2015-02-23 00:04:18 -0800,"Lexington, Ky",Eastern Time (US & Canada)
568480654347935745,negative,Delta,,mattjay_son,,0,@JetBlue Why would you charge money to transfer points to someone?,"[0.0, 0.0]",2015-02-19 10:42:04 -0800,"Los Angeles, CA",Arizona
568117268254568448,neutral,US Airways,,natedunn,,0,"@USAirways Is it possible to earn Dividend Miles for a passenger that is not me, even if I am purchasing the tickets?",,2015-02-18 10:38:06 -0800,"Phoenix, AZ",Pacific Time (US & Canada)
569947151339429889,positive,Delta,,iii_am_mee,,0,Lmfaooo “@JetBlue: Our fleet's on fleek. http://t.co/1G9RnmYUQe”,,2015-02-23 11:49:24 -0800,Friend Zone ,Quito
570255224155348992,neutral,US Airways,,oliviahaymond,,0,"@USAirways Is there a phone line to call into that isn't being affected by ""bad weather""? Trying to book a vacation, here... 👀",,2015-02-24 08:13:34 -0800,"Tampa, Florida",Eastern Time (US & Canada)
569718904131420161,negative,American,,wadekoehler,,0,@AmericanAir I have never seen such incompetency from a gate agent in years of business travel DFW B16 gate agent needs training or new job,,2015-02-22 20:42:26 -0800,"Bloomington, IL",Central Time (US & Canada)
569533159475277825,negative,US Airways,,tjvandy,,0,@USAirways F623 DEN:PHX impressive lack of concern by 1hr+ Late Flight flight attndt wrecking havoc on customer travel #smugsmirk #norush,,2015-02-22 08:24:21 -0800,colorado,Central Time (US & Canada)
570285578563891200,neutral,United,,BK_TheBri,,0,@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?,,2015-02-24 10:14:11 -0800,"Portland, OR",
568473140654788609,negative,United,,souleyoga,,0,"@united even so, change could not be made  online- instructed to call an agent- maybe the syastem should allow agents 2 link passengers!",,2015-02-19 10:12:13 -0800,"iPhone: 40.773155,-73.872490",Eastern Time (US & Canada)
568246093856641024,negative,United,,Atrain_8,,3,"@united you can't claim ""weather"" with your hardworking crew pulling seats out of a plane! Do the right thing. But we both know you won't",,2015-02-18 19:10:00 -0800,,
569890213570457600,positive,American,,Kaha58,,0,@AmericanAir finally called! Can't get met Seattle so refund will be processed. Thanks,,2015-02-23 08:03:09 -0800,Florida,Quito
567750428595871745,neutral,United,,rdahlstrom99,,0,"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl",,2015-02-17 10:20:25 -0800,"ÜT: 40.635407,-73.991869",
568149287948967936,neutral,Southwest,,alexandrea_h,,0,@SouthwestAir I'm not sure I did the messaging part right. Please let me know if you received it.,"[27.9344812, -82.47401175]",2015-02-18 12:45:20 -0800,"tampa, fl",Eastern Time (US & Canada)
568962547891736576,neutral,Southwest,,Landon_ChaseTx,,0,@SouthwestAir booked the 8th.... Save me an emergency exit... Gotta stretch out,,2015-02-20 18:36:56 -0800,FORT WORTH TEXAS! ,Central Time (US & Canada)
567727026313101315,negative,Southwest,,RichieGlod,,0,@SouthwestAir do you not try to get customers to their destinations? No help to get on another airline if you had no flights for 3 days?,,2015-02-17 08:47:25 -0800,,
568773939754889216,neutral,Delta,,NickMarvalous,,0,@JetBlue no. Did not catch his name. I am sure Jason will know.,,2015-02-20 06:07:29 -0800,,
570042796624777216,negative,US Airways,,chuckbaker5,,1,@USAirways. Yet another delay/missed connection....and your customer service has an attitude with me? Wow.,,2015-02-23 18:09:28 -0800,,
568144060248170496,negative,US Airways,,Kizzinator,,0,@USAirways No access to Dividend Miles and for a week the automated phone keeps telling me to call back Late Flightr. #FRUSTRATED #LivePersonPlease,,2015-02-18 12:24:34 -0800,Boston,Eastern Time (US & Canada)
569993952469880832,neutral,United,,MisterDJW,,0,@united When will direct flights from Belfast Intl to Newark resume from their winter break? Thanks.,,2015-02-23 14:55:22 -0800,,
568592520659267584,neutral,United,,jnay777,,0,@united LGJW7B. I voluntarily rerouted; 1st leg of journey was in economy and was supposed to be 8B. Res agent said she'd reserve it for me,,2015-02-19 18:06:35 -0800,,
567778721474822145,negative,Southwest,,wicon81,,0,@SouthwestAir Nashville airport has runways open. It appears southwest is only airline Cancelled Flighting flights. Is this likely to change?,,2015-02-17 12:12:50 -0800,Nashville,Mountain Time (US & Canada)
569881062169567232,negative,US Airways,,_Leycar,,0,@USAirways no my flight plans have been delayed until tuesday due to your computer crash,,2015-02-23 07:26:47 -0800,,Eastern Time (US & Canada)
568465058264698880,positive,Southwest,,MinderJoan,,1,@SouthwestAir This is unbelievable... Thank you so much! #DestinationDragons,,2015-02-19 09:40:06 -0800,,Eastern Time (US & Canada)
569739044004823040,negative,United,,BeyondStatusQuo,,0,@united big surprise #nogate waiting for our plane. Same fucken issues everything I fly you. #fail #worstairlineever,,2015-02-22 22:02:27 -0800,Los Angeles ,Pacific Time (US & Canada)
569418351295926273,negative,US Airways,,KieranMahan,,0,"@USAirways tough night, two 90 minute calls, on hold, delayed here in Phoenix for two days because of one aircraft not ready? Not acceptable",,2015-02-22 00:48:08 -0800,,
570236138603950080,negative,United,,Evan_Flay,,0,@united but it's hard to stay upset at someone when they at least TRY to show remorse.,"[29.98340611, -95.33682231]",2015-02-24 06:57:44 -0800,Seattle,Pacific Time (US & Canada)
569522354008805376,negative,United,,goldsteinmlg,,0,@united 50 min on hold trying to book award flight because site errors out.  Agents ask for my pin to see platinum availability??? badbadbad,,2015-02-22 07:41:25 -0800,,
569493018081947649,negative,US Airways,,NatureNerdness,,0,@USAirways 23 min on hold... Drove 2.5 hours to get my delayed bag. I just want to pick it up at SJU.,,2015-02-22 05:44:50 -0800,,
569496068255195137,neutral,US Airways,,Hayden_Ehlich,,0,@USAirways how do I reserve my seat on the AA flight I transfer to from ORD to EVV?,,2015-02-22 05:56:58 -0800,Blue Ridge High School,Atlantic Time (Canada)
568771007529398272,neutral,United,,AlMehairiAUH,,0,@United to start 3xdaily @EmbraerSA #ERJ145 flights from #Chicago @fly2ohare to #Evansville on 4JUN #avgeek,,2015-02-20 05:55:50 -0800,Abu Dhabi,Abu Dhabi
569026124484706304,negative,United,,dtcurtbrown,,0,@united flight 1136 from Chicago to Houston over 2 hours and no pretzels or peanuts?! Seriously about passed out.,,2015-02-20 22:49:34 -0800,,
570038991527002112,positive,United,,NonYourBusines9,,0,@united I left my comment with customer care. Thanks for contacting me.,,2015-02-23 17:54:21 -0800,,
569032643548811264,positive,United,,cindykane,,0,@united They held the plane! Made it!!,"[33.94238375, -118.39906416]",2015-02-20 23:15:28 -0800,Massachusetts,Eastern Time (US & Canada)
570287747643998208,negative,American,,jacquelinewins6,,0,"@AmericanAir That's ok...You may keep my $25 and lose my bag with no info, but you no longer have my trust. Bad way to handle this.",,2015-02-24 10:22:49 -0800,,
567845726220357632,neutral,Virgin America,,josiebarosie,,0,@VirginAmerica is that #thestarter??😁,,2015-02-17 16:39:05 -0800,Cork.Ireland,
567766269810581505,positive,Delta,,OBF_Walt,,0,@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_,,2015-02-17 11:23:21 -0800,,
569683974748033026,negative,American,,kerryonpr,,0,@AmericanAir dropping the ball. Again. No catering. Plane switch. No gate attendant. 2 hours Late Flight. Really nice.,,2015-02-22 18:23:38 -0800,,Alaska
570284054605639683,negative,American,,chagaga2013,,0,@AmericanAir good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you @AmericanAir,"[40.69017276, -73.91646118]",2015-02-24 10:08:08 -0800,new york city,Central Time (US & Canada)
570298285350629376,neutral,American,,ThisIsKari,,0,@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃,,2015-02-24 11:04:41 -0800,"Dallas, TX",Central Time (US & Canada)
568918820632403969,negative,United,,iamawarplane,,1,@united I think problem resolution should be decided on your end. Especially if you'd like me to continue flying your airline.,,2015-02-20 15:43:11 -0800,"Austin, Texas",
568463569458741248,negative,US Airways,,RPM044,,0,@USAirways I've been on hold for 36 mins and counting cause you charged my credit card for bag but provided no receipt and said error. Awful,,2015-02-19 09:34:11 -0800,,
568201465958772736,positive,United,,taylreduarte,,0,@united great. Looking forward to your response to my DM then,,2015-02-18 16:12:40 -0800,"New York, NY",Eastern Time (US & Canada)
569192902922006528,negative,United,,halestorm62,,0,@united it's my 21st birthday and my sister is coming to celebrate but her flights keep Cancelled Flighting PLZ do all you can to get her here!!!!,,2015-02-21 09:52:17 -0800,,Quito
569575780864241664,negative,US Airways,,theKDaubert,,0,@USAirways UR employee named VAN @ ticket counter in #Philadelphia. EXTREMELY RUDE! a Father trying to get home to sick kid missed flight.,,2015-02-22 11:13:43 -0800,PR: 1stlady@theimagecartel.com,Pacific Time (US & Canada)
568992290833899520,negative,Southwest,,dreverose,,0,@SouthwestAir Horrible experience ever with airline..Have to reconsider any future flights. Customer service ... http://t.co/EczHcmM5vi,,2015-02-20 20:35:08 -0800,HOUSTON ,Eastern Time (US & Canada)
569978298765344769,negative,American,,Rpavesio,,0,"@AmericanAir for tomorrow some sites show flight 1642 from ewr Cancelled Flightled, is it?",,2015-02-23 13:53:10 -0800,NYC,
569737603617943552,negative,Virgin America,,KindofLuke,,0,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,,2015-02-22 21:56:44 -0800,,
568910590921609216,positive,Virgin America,,MaverickGamersX,,0,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,,2015-02-20 15:10:29 -0800,Follow/Retweet for giveaways!,
569946012988669954,negative,American,,mcconnell_km,,0,@AmericanAir Unbelievable that I cannot even wait on hold to speak to a human being to resolve my issue!!!!!!!! The system simply hangs up!,,2015-02-23 11:44:53 -0800,Chicago!,Central Time (US & Canada)
570282555057909760,positive,American,,alicizzle,,0,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh.",,2015-02-24 10:02:11 -0800,MiniApple(s),
570287589216751616,neutral,US Airways,,AshleyKAtherton,,0,@USAirways we even offered to fly in to another airport and they said they couldn't do that. No explanation why they can't.,,2015-02-24 10:22:11 -0800,,Central Time (US & Canada)
567768450471587840,negative,US Airways,,rkasold,,0,@USAirways the phone number the gate gave me doesn't work either. What is your customer service phone number?,,2015-02-17 11:32:01 -0800,,Eastern Time (US & Canada)
570308513181904901,neutral,Delta,,Oneladyyouadore,,0,"@JetBlue flight 1041 to Savannah, GA",,2015-02-24 11:45:20 -0800,Georgia,Quito
570137359787827201,negative,American,,TinaHovsepian,,0,"@AmericanAir yes but you are still human I hope, dealing with all the horror stories people share... I complained to DOT. Everyone should",,2015-02-24 00:25:13 -0800,North Hollywood,
569533875308916736,negative,Delta,,emptynester25,,0,@JetBlue they are now being sent off the plane? Does anyone at JetBlue have a clue?,,2015-02-22 08:27:11 -0800,,
568222976744824832,neutral,Southwest,,alana_aro,,0,@SouthwestAir do you have all winners for @Imaginedragons #DestinationDragons,,2015-02-18 17:38:09 -0800,,
569722907187752960,negative,United,,PopsCutrona,,1,@united quick (serious) question - any resources/ratings showing the quality of service is better than 8th place? http://t.co/deWIthPeW2,,2015-02-22 20:58:20 -0800,"San Francisco, Ca",Pacific Time (US & Canada)
569484085397057536,negative,United,,sap_geek,,0,@united can you not get the first flight of the day off the ground on time?   #1531.  Let's go.......,,2015-02-22 05:09:21 -0800,,
567721738155622401,neutral,Southwest,,momof43s,,0,“@SouthwestAir:Southwest mobile boarding passes now available in iOS Passbook! http://t.co/xmRvR4lGEg http://t.co/wJoc9f14SU”@tori_leggieri,"[38.56979708, -75.1096009]",2015-02-17 08:26:24 -0800,,Eastern Time (US & Canada)
569172793608278016,negative,Southwest,,Ben_Klamka,,0,@SouthwestAir I'm stuck in Fort Lauderdale.,,2015-02-21 08:32:23 -0800,musician and music enthusiast,
569230445654740992,neutral,Delta,,BernardLeCroix,,0,@JetBlue I clear that folder regularly and JetBlue is white listed so it never got to me.,,2015-02-21 12:21:28 -0800,"Providence, RI",Eastern Time (US & Canada)
568433759919452160,positive,United,,BurgerFreshh,,0,@united Keep the flights cheap and early/on time and you are good. Flew @AmericanAir  and Cancelled Flightled my flight 4 times last month. United&gt;,,2015-02-19 07:35:44 -0800,"Houston, Tx & Old Bridge, NJ ",Eastern Time (US & Canada)
569905884425383936,negative,Delta,,TimothySays,,0,"@JetBlue I believe it's Irina. On the flip-side, super disappointed that EatUp Cafe isn't available on this BOS --&gt; SFO flight today.",,2015-02-23 09:05:25 -0800,"Burlington, MA",Eastern Time (US & Canada)
568022411783888896,negative,US Airways,,RealcornerboyT,,0,@USAirways 5534. That's the flight I was placed on after original flight to Charlotte was Cancelled Flightled.  Now 5534 is on 1hr delay,,2015-02-18 04:21:10 -0800,Any Martin Luther St.,
568210512405790720,negative,US Airways,,mma718,,0,@USAirways The captain turned off the seat belt sign so people can get up and walk around.  That's not good.,,2015-02-18 16:48:37 -0800,"Queens, New York",
